geoid,dist_id,district,maep_expected_local_addon_total,maep_expected_local_addon_pp,maep_rev_fy24,local_share_expected_total,local_funding_28_mill,local_funding_27_pct,total_enroll,st_per_sq_mile,maep_rev_fy23,maep_fy23_pp,maep_fy24_pp,maep_fy24_addon_total,maep_full_addon_pp_fy24,gr_prek_enroll,gr_k_enroll,gr_1_enroll,gr_2_enroll,gr_3_enroll,gr_4_enroll,gr_5_enroll,gr_6_enroll,gr_7_enroll,gr_8_enroll,gr_9_enroll,gr_10_enroll,gr_11_enroll,gr_12_enroll,direct_cert_pct,vocational_enroll,ell_enroll,autism,deaf_blind,developmentally_delayed,emotional_disability,hearing_impaired,intellectual_disability,language_speech_impaired,multiple_disabilities,other_health_impairment,orthopedic_impairment,specific_learning_disability,traumatic_brain_injury,visually_impaired,sped_enroll,assessed_value,maep_rev_full_funding_fy24,local_revenue,shortName,sq_miles,stpov_rate,federal_revenue,total_ada,sped_tier_1_enroll,sped_tier_2_enroll,sped_tier_3_enroll,teacher_add_fy24,ada_add_fy24,econ_dis_enroll,stpov_enroll,mill_1_value,mill_1_value_pp,local_share_mills,local_share_pp_mills,local_share_pct,local_share_pp_pct,rev_total_local_state,rev_pp_local_state,local_revenue_total,local_revenue_pp,urbanicity,mpv,mhi,sped_funding,at_risk_funding,cte_funding,local_share_expected_pp
2802700,8020,LOUISVILLE,20291079.5219,8042.4413483551325,13902751,4313851.5519,4553163.888,4313851.5519,2523,4.155359423044693,13490290,5346.9242964724535,5510.404676971859,15977227.969999999,6332.630982956797,39,173,208,176,155,145,184,163,214,234,212,206,189,185,0.3781,958,5,22,0,30,5,5,11,57,5,33,5,110,0,5,288,162612996,15500621,8706891.66,LOUISVILLE,607.1676943294018,0.3,8989137.49,2317.5366,197,81,10,1500172.7,574304.27,953.9463,756.9,162612.996,64.45223781212843,11424064.081999999,4527.968324217201,11663376.4181,4622.820617558462,22609642,8961,8706891,3451,Town,84900,34724,1458545,767365.87391684,483678,1709.8103653983355
2802730,4400,LOWNDES COUNTY,40299557.6278,7660.056572476716,27863499,8567622.4878,14721070.056,8567622.4878,5261,11.971104316286183,27400597,5208.248812012926,5296.236266869417,31731935.14,6031.540608249383,133,366,424,356,356,354,401,355,421,403,482,401,341,389,0.2349,1571,29,77,0,74,42,5,25,181,20,161,5,282,5,5,874,525752502,31065904,32506676.7,LOWNDES COU,439.47491066823557,0.182,11894740.24,4739.23333,537,315,30,2670741.77,1197694.37,1235.8089,957.502,525752.502,99.9339482988025,17010865.084,3233.390055882912,23164312.6522,4403.024644022049,60370175,11475,32506676,6178,Rural,139400,61457,3521717,1550810.29741144,514790,1628.5159642273331
2802790,4500,MADISON COUNTY,98461319.12980002,7480.726267269413,66965845,20932721.389800005,43065030.428,20932721.389800005,13162,24.987582801714243,65947698,5010.461783923416,5087.8168211518005,77528597.74000001,5890.335643519223,85,888,1009,942,929,917,1001,943,978,1038,1151,1128,992,916,0.128,4890,599,213,0,91,76,17,75,325,65,404,5,396,5,5,1680,1538036801,74662358,81414049.97,MADISON COU,526.7416262087198,0.10099999999999999,18540132.69,11965.6851,812,790,75,7529248.15,3033504.59,1684.736,1329.3619999999999,1538036.801,116.8543383224434,34463567.31200001,2618.4141704908075,56595876.350200005,4299.945019769032,148379894,11273,81414049,6185,Suburb,228300,83293,6936614,3809644.23340488,1200043,1590.3906237501903
2802820,4600,MARION COUNTY,16065281.569999998,8437.64788340336,11710691,2836300.1799999997,2836300.1799999997,3571824.9753,1904,3.9993761316539764,11385341,5979.695903361345,6150.57300420168,13228981.389999999,6947.994427521007,40,144,147,119,138,116,128,166,148,175,177,154,120,114,0.3229,757,5,15,0,11,12,5,14,145,5,45,5,83,0,0,334,101296435,13056623,5635882.7,MARION COUN,476.0742519140315,0.27399999999999997,9011834.97,1727.22803,239,96,5,1082127.69,436162.7,614.8016,521.6959999999999,101296.435,53.20190913865546,10392681.209999999,5458.340971638655,9657156.414699998,5072.035932090335,17346573,9110,5635882,2960,Rural,86200,32855,1346342,567705.08742668,483338,1489.6534558823528
2802850,4700,MARSHALL COUNTY,21191542.440300003,7631.091984263595,14548948,4505288.5503,9647182.243999999,4505288.5503,2777,5.273335491402194,13925285,5014.506661865323,5239.088224702917,16686253.89,6008.733845876845,0,213,223,189,234,185,239,216,175,217,272,208,197,160,0.2866,1009,232,34,0,30,18,5,32,56,14,35,5,116,5,5,346,344542223,16221087,10457297.79,MARSHALL CO,526.6116681799792,0.278,9336823.97,2487.44911,202,129,24,1496618.88,640687.01,795.8882000000001,772.0060000000001,344542.223,124.06993986316168,7039071.646000002,2534.775529708319,12180965.3397,4386.375707490098,25006245,9004,10457297,3765,Rural,113500,46662,1722545,806245.6398436,195664,1622.3581383867484
2802880,5720,MCCOMB,16711914.137699999,7809.30567182243,11428389,3552926.6277,3973191.9639999997,3552926.6277,2140,48.53163931791994,11284482,5273.1224299065425,5340.368691588785,13158987.51,6149.059584112149,61,153,181,162,165,138,135,161,128,201,177,169,132,126,0.5119,714,42,18,0,23,5,5,28,63,5,62,5,58,0,0,271,141899713,12741876,8534905.3,MCCOMB,44.09494569061098,0.37200000000000005,9335373.91,1879.98276,144,123,5,1251661.01,478937.5,1095.4660000000001,796.0800000000002,141899.713,66.30827710280373,9185795.546,4292.427825233645,9606060.8823,4488.813496401869,19963294,9328,8534905,3988,Town,96100,28571,1699242,655404.0700184,396130,1660.2460877102803
2802910,3820,MERIDIAN,33761448.3774,7317.175634460339,22787246,7177630.7574000005,10295364.352,7177630.7574000005,4614,85.86799935428624,23010848,4987.179887299523,4938.718248807976,26583817.62,5761.555617685306,169,342,368,370,423,250,318,382,259,324,353,366,304,256,0.6029,1157,74,72,0,40,51,5,55,63,43,189,5,110,0,5,636,367691584,25406228,22438180.79,MERIDIAN,53.73363808050205,0.363,17171470.7,4011.7486,213,377,48,2772313.87,1024257.75,2781.7806,1674.882,367691.584,79.6904169917642,16288453.268000001,3530.223941915908,19406186.8626,4205.935600910273,45225426,9801,22438180,4863,Town,83300,32422,3002434,1390905.5237884,469928,1555.6200167750326
.,2525,MIDTOWN PUBLIC CHARTER,2815134.768674078,9912.446368570698,2092627,537169.498674078,537169.498674078,615050.6229000001,284,Inf,1796056,6324.140845070423,7368.404929577465,2277965.27,8021.004471830986,0,0,0,0,0,23,33,97,63,68,0,0,0,0,0.5771,5,0,5,0,0,5,0,5,5,0,5,0,5,0,0,32,19184624.952645645,2333137,1066233.8,MIDTOWN PUB,0,0.401,775995.33,211.281081,10,20,0,120124.23,65214.04,163.89639999999997,113.884,19184.624952645645,67.55149631213256,1740795.771325922,6129.562575091275,1662914.6471,5855.333264436619,NA,NA,NA,NA,NA,NA,NA,80150,107764.05297884,0,1891.4418967397114
2802940,4800,MONROE COUNTY,17797772.792,8399.137702689948,12263793,3723179.852,3723179.852,3800140.0938,2119,5.3506959268187595,12254150,5782.987258140633,5787.537989617745,14074592.94,6642.091996224634,0,159,169,162,143,169,130,141,174,161,186,179,143,163,0.1451,845,5,24,0,28,13,5,24,97,5,60,5,138,5,5,403,132970709,13673294,5580181.42,MONROE COUN,396.0232517379931,0.154,4217787.34,1931.62778,263,131,15,1320409.08,490390.86,307.4669,326.326,132970.709,62.75163237376121,10351413.088,4885.046289759321,10274452.8462,4848.727157243983,17843974,8420,5580181,2633,Rural,102700,46754,1801989,624709.47086344,515714,1757.0457064653137
2803000,3020,MOSS POINT,15027100.2607,9577.501759528363,10414429,3194737.8507000003,4780407.772,3194737.8507000003,1569,15.13929963563353,10544373,6720.441682600383,6637.622052262587,11832362.41,7541.339968132568,21,128,127,118,107,109,114,129,121,128,110,134,103,94,0.532,640,70,26,0,16,11,5,24,48,5,46,0,64,0,0,240,170728849,11611379,9817268.919999998,MOSS POINT,103.63755508920823,0.297,10835532.81,1360.7095,128,112,5,1055633.2,362300.21,834.7080000000001,465.993,170728.849,108.81379796048438,7051954.638,4494.553625239006,8637624.5593,5505.178176736775,20231697,12894,9817268,6257,Suburb,94200,41902,1283115,461588.80831628,330910,2036.1617913957937
2800186,0617,N. BOLIVAR CONS,7540950.29,9667.884987179486,5815099,1016654.38,1016654.38,1761559.8957000002,780,3.782567737887613,5777924,7407.594871794872,7455.255128205128,6524295.91,8364.481935897436,0,52,49,55,63,58,72,73,77,60,71,61,5,47,0.6003,343,5,5,0,11,5,0,15,20,5,11,0,41,0,0,107,36309085,6483439,2269876.21,N. BOLIVAR,206.2091293666015,0.605,5382890.59,752.995912,72,36,5,527345.58,181851.33,468.234,471.9,36309.085,46.55010897435897,5507641.53,7061.078884615385,4762736.0143,6106.071813205128,8084975,10365,2269876,2910,Rural,66600,24072,452787,246433.93522288,232073,1303.4030512820514
2803270,7011,N. TIPPAH,10034672.964,7803.011636080871,7713499,1332676.884,1332676.884,2349538.9416,1286,6.591795771029581,7718495,6001.940124416797,5998.055209953343,8701996.08,6766.715458786936,40,94,113,103,103,77,72,110,92,89,101,97,94,83,0.1774,389,0,27,0,19,5,5,5,67,5,23,0,155,0,0,306,47595603,8600026,3285728.73,N. TIPPAH,195.09099563610084,0.257,4015698.98,1149.93333,241,65,5,695852.01,292645.07,228.1364,330.502,47595.603,37.01057776049767,7369319.196,5730.419281493002,6352457.1384,4939.702284914463,10999227,8553,3285728,2554,Rural,81900,36925,895049,378274.64059772,59502,1036.2961772939348
2803030,0130,"NATCHEZ-ADAMS",22588134.2115,7947.971221498944,15477880,4802201.7615,8975601.04,4802201.7615,2842,6.147788994401961,14958555,5263.390218156228,5446.122448979592,17785932.45,6258.245056298381,5,211,254,207,246,181,189,214,188,192,213,206,200,210,0.4718,884,13,39,0,61,25,5,56,140,5,58,5,116,5,5,503,320557180,17256783,14761348.69,"NATCHEZ-ADA",462.2800168626252,0.355,11681465.56,2595.44725,317,188,15,1653340.91,654711.54,1340.8556,1008.91,320557.18,112.79281491907108,8810331.41,3100.0462385643914,12983730.688499998,4568.518891097818,30239228,10640,14761348,5194,Town,92100,29936,2264097,827001.6833031999,271731,1689.726165200563
2803060,5000,NESHOBA COUNTY,25738351.200000003,8472.136668861094,20113521,3498637.24,3498637.24,6004722.769200001,3038,5.748375346656347,19744138,6499.057932850559,6620.645490454246,22239713.96,7320.511507570771,40,239,250,220,187,216,208,204,241,249,262,249,222,204,0.2827,1280,5,42,0,110,5,5,13,114,11,72,5,169,5,5,547,124951330,22425207,5845157.82,NESHOBA COU,528.4971521157036,0.281,15123730.02,2718.44134,393,142,21,1433615.21,692577.75,858.8426000000001,853.6780000000001,124951.33,41.12947004608295,18741076.72,6168.8863462804475,16234991.1908,5343.973400526662,25958678,8544,5845157,1924,Town,83300,40115,2625575,903592.28920768,304320,1151.6251612903227
2803090,4111,NETTLETON,8789065.658000002,7903.836023381296,6627928,1255044.868,1255044.868,2034185.6133000003,1112,11.342668168121282,6901220,6206.13309352518,5960.36690647482,7534020.790000001,6775.198552158275,0,80,90,66,80,83,85,84,92,105,100,77,80,78,0.2651,411,11,12,0,12,12,5,5,71,5,24,0,44,0,0,190,44823031,7389688,2491966.27,NETTLETON,98.03689780199078,0.222,2793832.13,1060.01667,127,58,5,647574.06,258518.73,294.7912,246.864,44823.031,40.30848111510792,6278975.922000001,5646.561080935253,5499835.176700001,4945.89494307554,9119894,8201,2491966,2240,Rural,89200,39620,736190,339687.55367964,96437,1128.6374712230215
2803120,7320,NEW ALBANY,16627582.752,7865.4601475875115,11997472,3006107.972,3006107.972,3677798.190600001,2114,27.529134906579138,12210763,5776.141438032167,5675.24692526017,13621474.780000001,6443.460160832546,39,194,183,156,163,159,144,146,154,171,164,150,140,120,0.2201,759,190,34,0,39,16,5,22,107,5,41,5,109,0,0,378,107360999,13376364,8088117.23,NEW ALBANY,76.79137056699805,0.225,4842368.61,1924.71508,255,123,5,1141325.4,482677.38,465.29139999999995,475.65000000000003,107360.999,50.785713812677386,10615366.808000002,5021.460174077579,9943676.5894,4703.725917407758,20085589,9501,8088117,3825,Rural,106800,45216,1685398,617693.23004068,414684,1421.9999867549668
2803150,5100,NEWTON COUNTY,13548095.05,8026.122659952607,10174574,2062510.3800000001,2062510.3800000001,3101107.8609,1688,4.169815704645208,10087533,5976.0266587677725,6027.591232227488,11485584.67,6804.256321090047,20,143,148,110,103,107,116,118,126,147,145,132,114,129,0.1954,515,0,12,0,11,5,5,22,62,5,78,5,39,5,0,239,73661085,11343957,4501917.6,NEWTON COUN,404.81405404069886,0.235,5342700.56,1518.53889,112,127,10,924635.03,386375.64,329.8352,396.67999999999995,73661.085,43.638083530805694,9423074.29,5582.389982227488,8384476.8091,4967.107114395735,14676491,8694,4501917,2667,Rural,88600,36958,1271315,497838.04333628,194110,1221.8663388625594
2803180,5130,NEWTON MUNICIPAL,6819611.964000001,8357.367602941178,4639264,1449838.7640000002,2037048.356,1449838.7640000002,816,5.953516099013701,4758267,5831.20955882353,5685.3725490196075,5369773.2,6580.604411764706,21,52,61,53,68,49,85,54,61,64,70,58,41,79,0.4175,247,0,5,0,5,5,5,5,32,5,35,5,32,5,5,131,72751727,5172464,3547304.45,NEWTON MUNI,137.06186166779392,0.34700000000000003,5411990.16,781.055556,69,60,15,545151.74,185357.46,340.68,283.15200000000004,72751.727,89.15652818627451,3332724.8440000005,4084.22162254902,3919934.4359999998,4803.841220588235,8186568,10032,3547304,4347,Town,83400,32047,649367,245849.47224836,167684,1776.7631911764709
2803210,5411,NORTH PANOLA,9459771.8856,7760.272260541428,6404328,2011132.6056000001,2455136.796,2011132.6056000001,1219,4.086010916015262,6466593,5304.834290401969,5253.755537325676,7448639.28,6110.4505988515175,19,79,86,77,129,71,98,98,83,98,126,87,81,80,0.4959,468,5,14,0,5,16,5,17,21,5,24,0,64,0,0,170,87683457,7140390,4670309.41,NORTH PANOL,298.33498369328555,0.409,3902052.18,1058.11111,90,76,5,766625.7,277685.58,604.5021,498.57099999999997,87683.457,71.93064561115668,4993502.484,4096.392521739131,5437506.6744,4460.628937161608,11074637,9085,4670309,3831,Rural,70900,34544,897728,366289.12192728,287541,1649.82166168991
2803240,5711,NORTH PIKE,17695491.009999998,7882.178623608017,13701157,2368558.22,2368558.22,4138271.8533,2245,17.84537011819581,13545933,6033.823162583519,6102.965256124721,15326932.79,6827.141554565701,0,142,162,166,145,181,195,189,166,185,193,196,146,148,0.3206,628,0,29,0,30,5,5,5,137,5,65,5,115,5,0,400,84591365,15275857,5573192.04,NORTH PIKE,125.80293852862786,0.265,10739904.63,2039.74444,282,114,10,1108270.85,517504.94,719.747,594.9250000000001,84591.365,37.67989532293987,12958374.569999998,5772.104485523385,11188660.9367,4983.813334832962,19274349,8585,5573192,2482,Town,115600,41738,1752940,648680.50820432,289277,1055.0370690423163
2803300,5200,NOXUBEE COUNTY,11119638.034000002,7959.654999284182,7948478,2249209.5640000002,2249209.5640000002,2395015.6869000006,1397,2.0098901424649593,7611610,5448.5397279885465,5689.676449534717,8870428.47,6349.626678596994,59,115,103,86,113,88,103,92,96,112,120,111,90,88,0.5584,436,27,20,5,12,5,5,18,16,5,33,5,55,0,5,169,80328913,8862012,4230854.86,NOXUBEE COU,695.062864623386,0.39,6357876.46,1222.77222,83,86,15,607567.39,314383.08,780.0848,544.83,80328.913,57.50101145311382,6621218.906,4739.598357909807,6475412.7831,4635.227475375805,12179332,8718,4230854,3028,Rural,59700,33784,1008651,406631.3878546,178319,1610.028320687187
2803360,3021,OCEAN SPRINGS,45398272.146,7745.82360450435,31509998,9555952.056,9555952.056,9677426.4243,5861,171.81972295410745,32652796,5571.198771540693,5376.215321617471,35842320.089999996,6115.39329295342,0,363,436,402,411,429,420,470,484,466,499,498,459,417,0.1196,1864,106,131,0,73,36,11,29,238,46,166,5,238,5,5,975,341284002,35131503,22054499.37,OCEAN SPRIN,34.11133424749763,0.111,10502145.76,5350.99441,549,378,56,2971475.76,1360846.33,700.9756,650.571,341284.002,58.229653983961775,26286368.033999994,4484.96298140249,26164893.665699996,4464.237103855997,53564497,9139,22054499,3762,Suburb,169400,69055,3772239,1726500.94160356,666214,1630.43031155093
2803390,0921,OKOLONA,4719066.236,9234.963279843443,3425341,786407.216,786407.216,1061817.9354,511,4.376051144357698,3344631,6545.26614481409,6703.211350293542,3932659.02,7696.00590998043,0,37,32,35,40,32,53,42,40,41,43,5,44,39,0.426,226,0,5,0,0,5,0,5,19,5,26,0,34,0,0,88,28085972,3819022,1788241.29,OKOLONA,116.77194418965203,0.315,2487390.65,485.8915,53,41,5,388343.31,118974.71,217.686,160.965,28085.972,54.96276320939335,3146251.804,6157.048540117416,2870841.0845999997,5618.084314285714,5213582,10202,1788241,3499,Rural,73300,34412,423757,152304.06982576,245521,1538.9573698630138
2803450,3620,OXFORD,33080477.514300004,6940.931077276543,22721419,7032857.424300001,17257134.832,7032857.424300001,4766,55.338644048835015,22805461,4785.031682752832,4767.398027696181,26047620.090000004,5465.300060847671,213,339,403,398,329,355,337,334,333,361,339,357,318,297,0.1731,1349,376,73,0,92,12,5,28,214,14,68,5,156,5,5,671,616326244,25332835,38762587.56,OXFORD,86.12426419039325,0.153,9080889.16,4136.77778,462,191,24,2272725.58,1053475.51,824.9946,729.198,616326.244,129.31729836340745,8790485.258000005,1844.415706672263,19014762.665700004,3989.6690444188007,61484006,12900,38762587,8133,Rural,241700,48668,2226845,1382428.57305076,478640,1475.6310164288714
2803480,3022,PASCAGOULA,50846810.002900004,7745.1348062300085,34158783,10809951.732900001,28618271.808000002,10809951.732900001,6565,91.97136281334883,33383043,5085.002741812643,5203.165727341965,40036858.27,6098.5313434881955,97,464,522,446,483,449,459,482,502,466,572,559,456,468,0.3562,1814,608,77,0,62,54,5,55,204,45,186,5,193,5,5,894,1022081136,38084718,52236402.87,PASCAGOULA,71.38091465843918,0.259,23446694.79,5947.53333,459,382,55,4377684.92,1500390.35,2338.453,1700.335,1022081.136,155.68638781416604,11418586.462000001,1739.3124846915462,29226906.537100002,4451.9278807463825,86395185,13159,52236402,7956,City,120700,44005,4298928,1924408.33917016,972749,1646.6034627418128
2803510,2423,PASS CHRISTIAN,14485586.497399999,7451.433383436213,9894677,3079612.8774,6409989.712,3079612.8774,1944,33.32405716240986,9716282,4998.0874485596705,5089.854423868313,11405973.62,5867.270380658436,53,124,126,152,126,130,125,126,145,171,157,172,148,154,0.2733,661,21,38,0,21,18,5,14,52,11,78,5,64,0,5,304,228928204,11031891,12821808.87,PASS CHRIST,58.33623410635808,0.185,5104203.89,1797.82778,137,158,16,1079808.76,431487.86,531.2952,359.64,228928.204,117.76142181069959,4995983.907999999,2569.950569958847,8326360.7425999995,4283.1073778806585,22716485,11685,12821808,6595,Suburb,170700,54279,1145622,578229.0011394001,59475,1584.1630027777778
2803520,6120,PEARL,32090810.672,7611.672360531309,22311844,6761811.672,6761811.672,6838829.73,4216,164.80810330995826,21413125,5079.014468690702,5292.1831119544595,25328999,6007.827087286528,5,343,315,302,284,300,285,316,326,359,375,349,254,284,0.2454,1193,185,134,0,46,19,5,43,216,5,56,0,175,5,0,707,241493274,24876187,15918153.37,PEARL,25.5812664263897,0.20199999999999999,8569410.22,3639.4581,437,257,10,2067694.71,949460.29,1034.6064000000001,851.632,241493.274,57.28018833017078,18567187.328,4403.9818140417465,18490169.27,4385.713773719165,38229997,9067,15918153,3775,Suburb,120700,49944,2972443,1190074.91630636,205305,1603.8452732447818
2803540,5500,PEARL RIVER COUNTY,24655720.754,7507.832141900122,18465052,3878638.484,3878638.484,5609812.212900001,3284,24.66838722208647,18704227,5695.562423873325,5622.732034104751,20777082.27,6326.760739951279,0,256,262,228,247,207,265,261,236,263,275,273,232,218,0.2133,921,43,65,0,70,14,5,5,146,13,96,5,95,5,0,515,138522803,20587276,8511724.03,PEARL RIVER,133.12584930804556,0.154,5974656.55,2896.71186,311,190,18,1552602.28,759427.99,700.4771999999999,505.736,138522.803,42.18112149817296,16898443.786,5145.689338002436,15167270.057099998,4618.535340164433,26976776,8214,8511724,2591,Rural,156400,63540,2106212,974628.25924712,279225,1181.071401948843
2803570,5600,PERRY COUNTY,8155628.2658,8741.29503301179,5581051,1733873.7258000001,2967449.156,1733873.7258000001,933,1.7813553107133002,5497981,5892.798499464095,5981.833869239014,6421754.54,6882.9094748124335,0,80,83,57,66,72,73,71,67,77,70,91,61,5,0.3792,452,0,22,0,5,5,5,0,59,5,33,5,56,0,0,186,105980327,6222492,4166449.57,PERRY COUNT,523.7585081363711,0.27699999999999997,4325843.59,876.65,120,70,5,624258.38,216445.16,353.79359999999997,258.441,105980.327,113.59091854233655,3454305.384,3702.3637556270096,4687880.8142,5024.523916613076,9747500,10447,4166449,4465,Rural,85800,46063,736061,278590.13933556003,302157,1858.385558199357
2803530,1821,PETAL,34565258.42,7870.049731329691,25101187,6372631.72,6372631.72,7612009.209000001,4392,46.874878406649714,24877657,5664.3117030965395,5715.206511839709,28192626.7,6419.0862249544625,57,343,364,314,306,322,321,303,355,383,385,322,293,264,0.1966,1169,135,131,0,41,53,5,14,232,21,162,5,229,5,5,898,227593990,27986115,13747527.52,PETAL,93.69624304725549,0.16,8976629.82,3949.07303,502,370,31,2087050.02,1004389.68,863.4671999999999,702.72,227593.99,51.8201252276867,21819994.98,4968.122718579235,20580617.490999997,4685.932944216757,38848714,8845,13747527,3130,Suburb,150300,55825,3319103,1246494.8367686,532536,1450.9635063752276
2803600,5020,PHILADELPHIA,6662076.592,8036.280569360676,4553142,1416346.992,1720536.524,1416346.992,829,130.92389752429267,4337170,5231.809408926418,5492.330518697226,5245729.6,6327.779975874547,42,75,50,73,51,57,52,56,58,77,71,62,46,59,0.5054,61,11,20,0,20,5,5,5,22,5,50,0,67,5,0,195,61447733,5076443,3480176.95,PHILADELPHI,6.33192270987946,0.324,2932252.84,715.505196,109,85,10,508866.33,183721.27,418.97659999999996,268.596,61447.733,74.12271773220748,3525193.0759999994,4252.343879372737,3829382.6079999995,4619.279382388419,8033318,9690,3480176,4198,Town,90100,31753,797542,241464.6573752,0,1708.5005934861279
2803630,5520,PICAYUNE,24679974.122300003,7193.230580676189,17167708,5246923.632300001,5302805.032,5246923.632300001,3431,18.140619276500654,16298497,4750.363450888954,5003.703876420868,19433050.490000002,5663.961087146605,264,249,271,232,254,219,210,241,230,270,278,268,217,157,0.3619,1093,116,46,0,56,16,5,34,146,13,76,5,102,5,5,500,189385894,19140826,11216053.57,PICAYUNE,189.13356527163958,0.257,14487290.68,2755.9,304,182,23,1537937.17,727405.32,1241.6788999999999,881.767,189385.894,55.1984535120956,14130245.458000002,4118.404388807929,14186126.857700001,4134.691593617022,28383761,8272,11216053,3269,Town,118900,40645,2053953,969073.62338208,418962,1529.2694935295833
2803690,5820,PONTOTOC CITY,18008271.93,7822.880942658558,13678069,2437591.8000000003,2437591.8000000003,4204083.635100001,2302,22.966341525852023,13302772,5778.788879235447,5941.819721980886,15570680.13,6763.979205039097,35,199,200,168,169,137,178,170,152,213,198,170,146,127,0.233,681,249,38,0,38,5,5,16,178,5,109,5,130,5,5,527,87056850,15250116,5004069.66,PONTOTOC CI,100.2336396246985,0.207,6264580.39,2056.68333,346,178,15,1361549.15,531061.98,536.366,476.51399999999995,87056.85,37.81791920069505,13133088.33,5705.0774674196355,11366596.4949,4937.70481967854,18682138,8115,5004069,2173,Town,117400,45621,1753237,671774.403562,107904,1058.9017376194615
2803660,5800,PONTOTOC COUNTY,27092986.648,7816.787838430467,21157138,3329832.268,3329832.268,6416051.6826,3466,8.719246463019335,20904769,6031.381708020774,6104.194460473168,23763154.38,6856.0745470282745,0,301,295,279,258,251,272,249,266,264,271,255,213,231,0.1934,1030,216,50,0,22,19,5,26,184,16,49,5,174,5,5,552,118922581,23588769,7625327.65,PONTOTOC CO,397.5114150861816,0.212,9778673.22,3107.49162,380,154,26,1802644.88,803371.5,670.3244,734.792,118922.581,34.31118897864974,20433322.112,5895.361255626082,17347102.6974,5004.934419330641,28782465,8304,7625327,2200,Rural,100600,44126,2551894,1014969.6301316,522068,960.7132914021928
2803720,5530,POPLARVILLE,15015215.5753,7865.487467417496,10482300,3192211.1853000005,3196906.888,3192211.1853000005,1909,3.9038781084742085,10154245,5319.143530644316,5490.990047145102,11823004.39,6193.297218438974,17,155,163,128,140,144,140,156,134,154,153,161,123,113,0.2341,398,13,27,0,20,25,5,5,59,5,70,0,75,0,5,295,114175246,11687051,6485300.35,POPLARVILLE,489.000923429475,0.2,5764252.08,1642.64045,154,132,10,903606.72,437097.67,446.8969,381.8,114175.246,59.80892928234678,8626097.502,4518.647198533264,8630793.2047,4521.106969460451,16967600,8888,6485300,3397,Rural,124400,46111,1222569,534963.52529664,242338,1672.190248978523
2803750,5900,PRENTISS COUNTY,18810524.851999998,8257.47359613696,14392968,2495185.392,2495185.392,4405141.6542,2278,6.109987156360961,14130501,6203.029411764706,6318.247585601404,16315339.459999999,7162.133213345039,88,172,187,160,146,147,192,177,178,172,198,172,118,157,0.2092,809,5,38,0,30,17,0,17,211,5,101,5,162,0,5,581,89113764,16047179,5215941.45,PRENTISS CO,372.83220761412383,0.191,8944435.26,2029.40546,403,178,10,1412112.52,510258.94,476.5576,435.098,89113.764,39.11929938542581,13820154.068,6066.792830553117,11910197.805799998,5228.357245741878,19608909,8607,5215941,2289,Rural,90000,41292,2125564,668851.19364656,501635,1095.3403827919228
