geoid,dist_id,district,maep_expected_local_total,maep_expected_local_pp,maep_rev_fy24,local_share_expected_total,local_funding_28_mill,local_funding_27_pct,total_enroll,st_per_sq_mile,maep_rev_fy23,maep_fy23_pp,maep_fy24_pp,maep_rev_full_funding_fy24,maep_full_pp_fy24,gr_prek_enroll,gr_k_enroll,gr_1_enroll,gr_2_enroll,gr_3_enroll,gr_4_enroll,gr_5_enroll,gr_6_enroll,gr_7_enroll,gr_8_enroll,gr_9_enroll,gr_10_enroll,gr_11_enroll,gr_12_enroll,direct_cert_pct,vocational_enroll,ell_enroll,autism,deaf_blind,developmentally_delayed,emotional_disability,hearing_impaired,intellectual_disability,language_speech_impaired,multiple_disabilities,other_health_impairment,orthopedic_impairment,specific_learning_disability,traumatic_brain_injury,visually_impaired,sped_enroll,assessed_value,local_revenue,shortName,sq_miles,stpov_rate,federal_revenue,total_ada,sped_tier_1_enroll,sped_tier_2_enroll,sped_tier_3_enroll,econ_dis_enroll,stpov_enroll,mill_1_value,mill_1_value_pp,local_share_mills,local_share_pp_mills,local_share_pct,local_share_pp_pct,rev_total_local_state,rev_pp_local_state,local_revenue_total,local_revenue_pp,urbanicity,mpv,mhi,sped_funding,at_risk_funding,cte_funding,ada_add_fy24,teacher_add_fy24,local_share_expected_pp,maep_expected_local_add_total,maep_expected_local_add_pp
2802670,2422,LONG BEACH,21188282.544,7233.964678729942,16936883,4251399.544,4251399.544,5098537.17,2929,180.4985717233992,17060468,5824.6732673267325,5782.479685899624,18883471,6447.071013997952,37,194,226,211,178,214,242,216,199,245,269,237,208,205,0.2292,657,48,60,0,74,30,5,16,95,14,105,5,109,0,5,511,151835698,10147927.49,LONG BEACH,16.227275219044266,0.171,10563525.94,2663.46667,278,221,19,671.3267999999999,500.85900000000004,151835.698,51.838749743939914,14632071.456,4995.5860211676345,13784933.83,4706.361840218505,27084810,9247,10147927,3464,Suburb,151300,53491,2371597,852141.64659312,222298,668969.81,1432179.55,1451.4849928303174,23289431.904,7951.325334243769
2802700,8020,LOUISVILLE,18087918.67,7169.2107292905275,13902751,4185167.6700000004,4553163.888,4185167.6700000004,2523,4.155359423044693,13490290,5346.9242964724535,5510.404676971859,15500621,6143.726119698771,39,173,208,176,155,145,184,163,214,234,212,206,189,185,0.3781,958,5,22,0,30,5,5,11,57,5,33,5,110,0,5,288,162612996,8706891.66,LOUISVILLE,607.1676943294018,0.3,8989137.49,2317.5366,197,81,10,953.9463,756.9,162612.996,64.45223781212843,10947457.112,4339.063460959175,11315453.33,4484.920067380103,22609642,8961,8706891,3451,Town,84900,34724,1458545,767365.87391684,483678,574304.27,1500172.7,1658.8060523186684,20162395.64,7991.437035275466
2802730,4400,LOWNDES COUNTY,36251293.08,6890.570819235886,27863499,8387794.080000001,14721070.056,8387794.080000001,5261,11.971104316286183,27400597,5208.248812012926,5296.236266869417,31065904,5904.942786542482,133,366,424,356,356,354,401,355,421,403,482,401,341,389,0.2349,1571,29,77,0,74,42,5,25,181,20,161,5,282,5,5,874,525752502,32506676.7,LOWNDES COU,439.47491066823557,0.182,11894740.24,4739.23333,537,315,30,1235.8089,957.502,525752.502,99.9339482988025,16344833.944,3106.7922341760122,22678109.919999998,4310.608234176012,60370175,11475,32506676,6178,Rural,139400,61457,3521717,1550810.29741144,514790,1197694.37,2670741.77,1594.3345523664705,40119729.22,7625.875160615852
2802790,4500,MADISON COUNTY,87124681.66,6619.410550068378,66965845,20158836.66,43065030.428,20158836.66,13162,24.987582801714243,65947698,5010.461783923416,5087.8168211518005,74662358,5672.569366357697,85,888,1009,942,929,917,1001,943,978,1038,1151,1128,992,916,0.128,4890,599,213,0,91,76,17,75,325,65,404,5,396,5,5,1680,1538036801,81414049.97,MADISON COU,526.7416262087198,0.10099999999999999,18540132.69,11965.6851,812,790,75,1684.736,1329.3619999999999,1538036.801,116.8543383224434,31597327.571999997,2400.647893329281,54503521.34,4140.975637441119,148379894,11273,81414049,6185,Suburb,228300,83293,6936614,3809644.23340488,1200043,3033504.59,7529248.15,1531.5937289165781,97687434.4,7421.9293724358
2802820,4600,MARION COUNTY,14546991.18,7640.2264600840335,11710691,2836300.1799999997,2836300.1799999997,3525288.2100000004,1904,3.9993761316539764,11385341,5979.695903361345,6150.57300420168,13056623,6857.47006302521,40,144,147,119,138,116,128,166,148,175,177,154,120,114,0.3229,757,5,15,0,11,12,5,14,145,5,45,5,83,0,0,334,101296435,5635882.7,MARION COUN,476.0742519140315,0.27399999999999997,9011834.97,1727.22803,239,96,5,614.8016,521.6959999999999,101296.435,53.20190913865546,10220322.82,5367.816607142858,9531334.79,5005.953146008403,17346573,9110,5635882,2960,Rural,86200,32855,1346342,567705.08742668,483338,436162.7,1082127.69,1489.6534558823528,16065281.569999998,8437.64788340336
2802850,4700,MARSHALL COUNTY,18928641.490000002,6816.2194778538,14548948,4379693.49,9647182.243999999,4379693.49,2777,5.273335491402194,13925285,5014.506661865323,5239.088224702917,16221087,5841.226863521786,0,213,223,189,234,185,239,216,175,217,272,208,197,160,0.2866,1009,232,34,0,30,18,5,32,56,14,35,5,116,5,5,346,344542223,10457297.79,MARSHALL CO,526.6116681799792,0.278,9336823.97,2487.44911,202,129,24,795.8882000000001,772.0060000000001,344542.223,124.06993986316168,6573904.756000001,2367.2685473532592,11841393.51,4264.095610370904,25006245,9004,10457297,3765,Rural,113500,46662,1722545,806245.6398436,195664,640687.01,1496618.88,1577.1312531508822,21065947.380000003,7585.865099027728
2802880,5720,MCCOMB,14868695.52,6947.9885607476635,11428389,3440306.52,3973191.9639999997,3440306.52,2140,48.53163931791994,11284482,5273.1224299065425,5340.368691588785,12741876,5954.147663551402,61,153,181,162,165,138,135,161,128,201,177,169,132,126,0.5119,714,42,18,0,23,5,5,28,63,5,62,5,58,0,0,271,141899713,8534905.3,MCCOMB,44.09494569061098,0.37200000000000005,9335373.91,1879.98276,144,123,5,1095.4660000000001,796.0800000000002,141899.713,66.30827710280373,8768684.036,4097.515904672898,9301569.48,4346.527794392524,19963294,9328,8534905,3988,Town,96100,28571,1699242,655404.0700184,396130,478937.5,1251661.01,1607.6198691588786,16599294.03,7756.679453271027
2802910,3820,MERIDIAN,29646927.560000002,6425.428599913308,22787246,6859681.5600000005,10295364.352,6859681.5600000005,4614,85.86799935428624,23010848,4987.179887299523,4938.718248807976,25406228,5506.334633723451,169,342,368,370,423,250,318,382,259,324,353,366,304,256,0.6029,1157,74,72,0,40,51,5,55,63,43,189,5,110,0,5,636,367691584,22438180.79,MERIDIAN,53.73363808050205,0.363,17171470.7,4011.7486,213,377,48,2781.7806,1674.882,367691.584,79.6904169917642,15110863.648,3275.002957954053,18546546.439999998,4019.6242826181183,45225426,9801,22438180,4863,Town,83300,32422,3002434,1390905.5237884,469928,1024257.75,2772313.87,1486.7103511053317,33443499.180000003,7248.265968790638
.,2525,MIDTOWN PUBLIC CHARTER,2629796.498674078,9259.846826317176,2092627,537169.498674078,537169.498674078,629946.99,284,Inf,1796056,6324.140845070423,7368.404929577465,2333137,8215.271126760563,0,0,0,0,0,23,33,97,63,68,0,0,0,0,0.5771,5,0,5,0,0,5,0,5,5,0,5,0,5,0,0,32,19184624.952645645,1066233.8,MIDTOWN PUB,0,0.401,775995.33,211.281081,10,20,0,163.89639999999997,113.884,19184.624952645645,67.55149631213256,1795967.501325922,6323.829230020852,1703190.01,5997.147922535211,NA,NA,NA,NA,NA,NA,NA,80150,107764.05297884,0,65214.04,120124.23,1891.4418967397114,2815134.768674078,9912.446368570698
2802940,4800,MONROE COUNTY,15955582.38,7529.769882019821,12263793,3691789.3800000004,3723179.852,3691789.3800000004,2119,5.3506959268187595,12254150,5782.987258140633,5787.537989617745,13673294,6452.710712600283,0,159,169,162,143,169,130,141,174,161,186,179,143,163,0.1451,845,5,24,0,28,13,5,24,97,5,60,5,138,5,5,403,132970709,5580181.42,MONROE COUN,396.0232517379931,0.154,4217787.34,1931.62778,263,131,15,307.4669,326.326,132970.709,62.75163237376121,9950114.148,4695.665006134969,9981504.62,4710.478820198206,17843974,8420,5580181,2633,Rural,102700,46754,1801989,624709.47086344,515714,490390.86,1320409.08,1742.2318924020767,17766382.32,8384.32388862671
2803000,3020,MOSS POINT,13549501.33,8635.756105799872,10414429,3135072.33,4780407.772,3135072.33,1569,15.13929963563353,10544373,6720.441682600383,6637.622052262587,11611379,7400.496494582537,21,128,127,118,107,109,114,129,121,128,110,134,103,94,0.532,640,70,26,0,16,11,5,24,48,5,46,0,64,0,0,240,170728849,9817268.919999998,MOSS POINT,103.63755508920823,0.297,10835532.81,1360.7095,128,112,5,834.7080000000001,465.993,170728.849,108.81379796048438,6830971.228,4353.710151688974,8476306.67,5402.362441045252,20231697,12894,9817268,6257,Suburb,94200,41902,1283115,461588.80831628,330910,362300.21,1055633.2,1998.134053537285,14967434.74,9539.474021669854
2800186,0617,N. BOLIVAR CONS,6831753.38,8758.65817948718,5815099,1016654.38,1016654.38,1750528.53,780,3.782567737887613,5777924,7407.594871794872,7455.255128205128,6483439,8312.101282051282,0,52,49,55,63,58,72,73,77,60,71,61,5,47,0.6003,343,5,5,0,11,5,0,15,20,5,11,0,41,0,0,107,36309085,2269876.21,N. BOLIVAR,206.2091293666015,0.605,5382890.59,752.995912,72,36,5,468.234,471.9,36309.085,46.55010897435897,5466784.62,7008.698230769231,4732910.47,6067.833935897435,8084975,10365,2269876,2910,Rural,66600,24072,452787,246433.93522288,232073,181851.33,527345.58,1303.4030512820514,7540950.29,9667.884987179486
2803270,7011,N. TIPPAH,9046175.884,7034.351387247278,7713499,1332676.884,1332676.884,2322007.02,1286,6.591795771029581,7718495,6001.940124416797,5998.055209953343,8600026,6687.4230171073095,40,94,113,103,103,77,72,110,92,89,101,97,94,83,0.1774,389,0,27,0,19,5,5,5,67,5,23,0,155,0,0,306,47595603,3285728.73,N. TIPPAH,195.09099563610084,0.257,4015698.98,1149.93333,241,65,5,228.1364,330.502,47595.603,37.01057776049767,7267349.116,5651.126839813375,6278018.98,4881.818802488337,10999227,8553,3285728,2554,Rural,81900,36925,895049,378274.64059772,59502,292645.07,695852.01,1036.2961772939348,10034672.964,7803.011636080871
2803030,0130,"NATCHEZ-ADAMS",20137211.41,7085.577554539057,15477880,4659331.41,8975601.04,4659331.41,2842,6.147788994401961,14958555,5263.390218156228,5446.122448979592,17256783,6072.055946516538,5,211,254,207,246,181,189,214,188,192,213,206,200,210,0.4718,884,13,39,0,61,25,5,56,140,5,58,5,116,5,5,503,320557180,14761348.69,"NATCHEZ-ADA",462.2800168626252,0.355,11681465.56,2595.44725,317,188,15,1340.8556,1008.91,320557.18,112.79281491907108,8281181.960000001,2913.857128782548,12597451.59,4432.600840957072,30239228,10640,14761348,5194,Town,92100,29936,2264097,827001.6833031999,271731,654711.54,1653340.91,1639.4551055594652,22445263.86,7897.700161857846
2803060,5000,NESHOBA COUNTY,23612158.240000002,7772.2706517445695,20113521,3498637.24,3498637.24,6054805.890000001,3038,5.748375346656347,19744138,6499.057932850559,6620.645490454246,22425207,7381.569124423963,40,239,250,220,187,216,208,204,241,249,262,249,222,204,0.2827,1280,5,42,0,110,5,5,13,114,11,72,5,169,5,5,547,124951330,5845157.82,NESHOBA COU,528.4971521157036,0.281,15123730.02,2718.44134,393,142,21,858.8426000000001,853.6780000000001,124951.33,41.12947004608295,18926569.759999998,6229.94396313364,16370401.11,5388.545460829493,25958678,8544,5845157,1924,Town,83300,40115,2625575,903592.28920768,304320,692577.75,1433615.21,1151.6251612903227,25738351.200000003,8472.136668861094
2803090,4111,NETTLETON,7882972.868,7089.004377697842,6627928,1255044.868,1255044.868,1995215.7600000002,1112,11.342668168121282,6901220,6206.13309352518,5960.36690647482,7389688,6645.402877697842,0,80,90,66,80,83,85,84,92,105,100,77,80,78,0.2651,411,11,12,0,12,12,5,5,71,5,24,0,44,0,0,190,44823031,2491966.27,NETTLETON,98.03689780199078,0.222,2793832.13,1060.01667,127,58,5,294.7912,246.864,44823.031,40.30848111510792,6134643.132,5516.76540647482,5394472.24,4851.144100719424,9119894,8201,2491966,2240,Rural,89200,39620,736190,339687.55367964,96437,258518.73,647574.06,1128.6374712230215,8789065.658,7903.836023381295
2803120,7320,NEW ALBANY,15003579.972,7097.246912015136,11997472,3006107.972,3006107.972,3611618.2800000003,2114,27.529134906579138,12210763,5776.141438032167,5675.24692526017,13376364,6327.513718070009,39,194,183,156,163,159,144,146,154,171,164,150,140,120,0.2201,759,190,34,0,39,16,5,22,107,5,41,5,109,0,0,378,107360999,8088117.23,NEW ALBANY,76.79137056699805,0.225,4842368.61,1924.71508,255,123,5,465.29139999999995,475.65000000000003,107360.999,50.785713812677386,10370256.028,4905.513731315043,9764745.719999999,4619.085014191106,20085589,9501,8088117,3825,Rural,106800,45216,1685398,617693.23004068,414684,482677.38,1141325.4,1421.9999867549668,16627582.752,7865.4601475875115
2803150,5100,NEWTON COUNTY,12237084.38,7249.457571090048,10174574,2062510.3800000001,2062510.3800000001,3062868.39,1688,4.169815704645208,10087533,5976.0266587677725,6027.591232227488,11343957,6720.353672985782,20,143,148,110,103,107,116,118,126,147,145,132,114,129,0.1954,515,0,12,0,11,5,5,22,62,5,78,5,39,5,0,239,73661085,4501917.6,NEWTON COUN,404.81405404069886,0.235,5342700.56,1518.53889,112,127,10,329.8352,396.67999999999995,73661.085,43.638083530805694,9281446.62,5498.487334123222,8281088.609999999,4905.85818127962,14676491,8694,4501917,2667,Rural,88600,36958,1271315,497838.04333628,194110,386375.64,924635.03,1221.8663388625594,13548095.05,8026.122659952607
2803180,5130,NEWTON MUNICIPAL,6035829.28,7396.849607843137,4639264,1396565.28,2037048.356,1396565.28,816,5.953516099013701,4758267,5831.20955882353,5685.3725490196075,5172464,6338.803921568628,21,52,61,53,68,49,85,54,61,64,70,58,41,79,0.4175,247,0,5,0,5,5,5,5,32,5,35,5,32,5,5,131,72751727,3547304.45,NEWTON MUNI,137.06186166779392,0.34700000000000003,5411990.16,781.055556,69,60,15,340.68,283.15200000000004,72751.727,89.15652818627451,3135415.6440000003,3842.4211323529416,3775898.7199999997,4627.326862745098,8186568,10032,3547304,4347,Town,83400,32047,649367,245849.47224836,167684,185357.46,545151.74,1711.4770588235294,6766338.48,8292.081470588237
2803210,5411,NORTH PANOLA,8332233.3,6835.302132895816,6404328,1927905.3,2455136.796,1927905.3,1219,4.086010916015262,6466593,5304.834290401969,5253.755537325676,7140390,5857.579983593109,19,79,86,77,129,71,98,98,83,98,126,87,81,80,0.4959,468,5,14,0,5,16,5,17,21,5,24,0,64,0,0,170,87683457,4670309.41,NORTH PANOL,298.33498369328555,0.409,3902052.18,1058.11111,90,76,5,604.5021,498.57099999999997,87683.457,71.93064561115668,4685253.204,3843.521906480722,5212484.7,4276.03338802297,11074637,9085,4670309,3831,Rural,70900,34544,897728,366289.12192728,287541,277685.58,766625.7,1581.5465955701395,9376544.579999998,7691.997194421656
2803240,5711,NORTH PIKE,16069715.22,7158.002325167038,13701157,2368558.22,2368558.22,4124481.39,2245,17.84537011819581,13545933,6033.823162583519,6102.965256124721,15275857,6804.390645879733,0,142,162,166,145,181,195,189,166,185,193,196,146,148,0.3206,628,0,29,0,30,5,5,5,137,5,65,5,115,5,0,400,84591365,5573192.04,NORTH PIKE,125.80293852862786,0.265,10739904.63,2039.74444,282,114,10,719.747,594.9250000000001,84591.365,37.67989532293987,12907298.78,5749.353576837416,11151375.61,4967.2051714922045,19274349,8585,5573192,2482,Town,115600,41738,1752940,648680.50820432,289277,517504.94,1108270.85,1055.0370690423163,17695491.01,7882.178623608019
2803300,5200,NOXUBEE COUNTY,10197687.564,7299.704770221903,7948478,2249209.5640000002,2249209.5640000002,2392743.24,1397,2.0098901424649593,7611610,5448.5397279885465,5689.676449534717,8862012,6343.602004294918,59,115,103,86,113,88,103,92,96,112,120,111,90,88,0.5584,436,27,20,5,12,5,5,18,16,5,33,5,55,0,5,169,80328913,4230854.86,NOXUBEE COU,695.062864623386,0.39,6357876.46,1222.77222,83,86,15,780.0848,544.83,80328.913,57.50101145311382,6612802.436,4733.57368360773,6469268.76,4630.82946313529,12179332,8718,4230854,3028,Rural,59700,33784,1008651,406631.3878546,178319,314383.08,607567.39,1610.028320687187,11119638.034,7959.65499928418
2803360,3021,OCEAN SPRINGS,40995503.81,6994.626140590343,31509998,9485505.81,9555952.056,9485505.81,5861,171.81972295410745,32652796,5571.198771540693,5376.215321617471,35131503,5994.114144343968,0,363,436,402,411,429,420,470,484,466,499,498,459,417,0.1196,1864,106,131,0,73,36,11,29,238,46,166,5,238,5,5,975,341284002,22054499.37,OCEAN SPRIN,34.11133424749763,0.111,10502145.76,5350.99441,549,378,56,700.9756,650.571,341284.002,58.229653983961775,25575550.944,4363.683832793038,25645997.189999998,4375.703325371097,53564497,9139,22054499,3762,Suburb,169400,69055,3772239,1726500.94160356,666214,1360846.33,2971475.76,1618.4108189728715,45327825.9,7733.8041119262925
2803390,0921,OKOLONA,4211748.216,8242.168720156556,3425341,786407.216,786407.216,1031135.9400000001,511,4.376051144357698,3344631,6545.26614481409,6703.211350293542,3819022,7473.624266144814,0,37,32,35,40,32,53,42,40,41,43,5,44,39,0.426,226,0,5,0,0,5,0,5,19,5,26,0,34,0,0,88,28085972,1788241.29,OKOLONA,116.77194418965203,0.315,2487390.65,485.8915,53,41,5,217.686,160.965,28085.972,54.96276320939335,3032614.784,5934.6668962818,2787886.06,5455.745714285715,5213582,10202,1788241,3499,Rural,73300,34412,423757,152304.06982576,245521,118974.71,388343.31,1538.9573698630138,4719066.236,9234.963279843443
2803450,3620,OXFORD,29561284.45,6202.535553923625,22721419,6839865.45,17257134.832,6839865.45,4766,55.338644048835015,22805461,4785.031682752832,4767.398027696181,25332835,5315.324171212757,213,339,403,398,329,355,337,334,333,361,339,357,318,297,0.1731,1349,376,73,0,92,12,5,28,214,14,68,5,156,5,5,671,616326244,38762587.56,OXFORD,86.12426419039325,0.153,9080889.16,4136.77778,462,191,24,824.9946,729.198,616326.244,129.31729836340745,8075700.168000001,1694.4398170373481,18492969.55,3880.186644985313,61484006,12900,38762587,8133,Rural,241700,48668,2226845,1382428.57305076,478640,1053475.51,2272725.58,1435.1375262274444,32887485.54,6900.4375870751155
2803480,3022,PASCAGOULA,44441656.86,6769.483146991623,34158783,10282873.860000001,28618271.808000002,10282873.860000001,6565,91.97136281334883,33383043,5085.002741812643,5203.165727341965,38084718,5801.175628332064,97,464,522,446,483,449,459,482,502,466,572,559,456,468,0.3562,1814,608,77,0,62,54,5,55,204,45,186,5,193,5,5,894,1022081136,52236402.87,PASCAGOULA,71.38091465843918,0.259,23446694.79,5947.53333,459,382,55,2338.453,1700.335,1022081.136,155.68638781416604,9466446.191999998,1441.9567695354149,27801844.14,4234.858208682407,86395185,13159,52236402,7956,City,120700,44005,4298928,1924408.33917016,972749,1500390.35,4377684.92,1566.3174196496575,50319732.13,7664.848763137853
2803510,2423,PASS CHRISTIAN,12873287.57,6622.061507201646,9894677,2978610.5700000003,6409989.712,2978610.5700000003,1944,33.32405716240986,9716282,4998.0874485596705,5089.854423868313,11031891,5674.841049382716,53,124,126,152,126,130,125,126,145,171,157,172,148,154,0.2733,661,21,38,0,21,18,5,14,52,11,78,5,64,0,5,304,228928204,12821808.87,PASS CHRIST,58.33623410635808,0.185,5104203.89,1797.82778,137,158,16,531.2952,359.64,228928.204,117.76142181069959,4621901.288,2377.5212386831276,8053280.43,4142.633966049382,22716485,11685,12821808,6595,Suburb,170700,54279,1145622,578229.0011394001,59475,431487.86,1079808.76,1532.2070833333335,14384584.19,7399.47746399177
2803520,6120,PEARL,29028414.490000002,6885.29755455408,22311844,6716570.49,6761811.672,6716570.49,4216,164.80810330995826,21413125,5079.014468690702,5292.1831119544595,24876187,5900.423861480076,5,343,315,302,284,300,285,316,326,359,375,349,254,284,0.2454,1193,185,134,0,46,19,5,43,216,5,56,0,175,5,0,707,241493274,15918153.37,PEARL,25.5812664263897,0.20199999999999999,8569410.22,3639.4581,437,257,10,1034.6064000000001,851.632,241493.274,57.28018833017078,18114375.328,4296.578588235295,18159616.509999998,4307.309418880455,38229997,9067,15918153,3775,Suburb,120700,49944,2972443,1190074.91630636,205305,949460.29,2067694.71,1593.1144425996206,32045569.490000002,7600.941529886149
2803540,5500,PEARL RIVER COUNTY,22343690.484,6803.803436053594,18465052,3878638.484,3878638.484,5558564.5200000005,3284,24.66838722208647,18704227,5695.562423873325,5622.732034104751,20587276,6268.963459196102,0,256,262,228,247,207,265,261,236,263,275,273,232,218,0.2133,921,43,65,0,70,14,5,5,146,13,96,5,95,5,0,515,138522803,8511724.03,PEARL RIVER,133.12584930804556,0.154,5974656.55,2896.71186,311,190,18,700.4771999999999,505.736,138522.803,42.18112149817296,16708637.515999999,5087.892057247259,15028711.48,4576.3433252131545,26976776,8214,8511724,2591,Rural,156400,63540,2106212,974628.25924712,279225,759427.99,1552602.28,1181.071401948843,24655720.754,7507.832141900122
2803570,5600,PERRY COUNTY,7261123.84,7782.555026795284,5581051,1680072.84,2967449.156,1680072.84,933,1.7813553107133002,5497981,5892.798499464095,5981.833869239014,6222492,6669.337620578778,0,80,83,57,66,72,73,71,67,77,70,91,61,5,0.3792,452,0,22,0,5,5,5,0,59,5,33,5,56,0,0,186,105980327,4166449.57,PERRY COUNT,523.7585081363711,0.27699999999999997,4325843.59,876.65,120,70,5,353.79359999999997,258.441,105980.327,113.59091854233655,3255042.844,3488.7919013933547,4542419.16,4868.6164630225085,9747500,10447,4166449,4465,Rural,85800,46063,736061,278590.13933556003,302157,216445.16,624258.38,1800.72115755627,8101827.38,8683.630632368702
2803530,1821,PETAL,31473818.72,7166.170018214936,25101187,6372631.72,6372631.72,7556251.050000001,4392,46.874878406649714,24877657,5664.3117030965395,5715.206511839709,27986115,6372.066256830601,57,343,364,314,306,322,321,303,355,383,385,322,293,264,0.1966,1169,135,131,0,41,53,5,14,232,21,162,5,229,5,5,898,227593990,13747527.52,PETAL,93.69624304725549,0.16,8976629.82,3949.07303,502,370,31,863.4671999999999,702.72,227593.99,51.8201252276867,21613483.28,4921.102750455374,20429863.95,4651.6083674863385,38848714,8845,13747527,3130,Suburb,150300,55825,3319103,1246494.8367686,532536,1004389.68,2087050.02,1450.9635063752276,34565258.42,7870.049731329691
2803600,5020,PHILADELPHIA,5923781.61,7145.695548854042,4553142,1370639.61,1720536.524,1370639.61,829,130.92389752429267,4337170,5231.809408926418,5492.330518697226,5076443,6123.574185765983,42,75,50,73,51,57,52,56,58,77,71,62,46,59,0.5054,61,11,20,0,20,5,5,5,22,5,50,0,67,5,0,195,61447733,3480176.95,PHILADELPHI,6.33192270987946,0.324,2932252.84,715.505196,109,85,10,418.97659999999996,268.596,61447.733,74.12271773220748,3355906.476,4048.1380892641732,3705803.3899999997,4470.209155609167,8033318,9690,3480176,4198,Town,90100,31753,797542,241464.6573752,0,183721.27,508866.33,1653.3650301568155,6616369.21,7981.145006031363
2803630,5520,PICAYUNE,22335731.02,6509.976980472165,17167708,5168023.0200000005,5302805.032,5168023.0200000005,3431,18.140619276500654,16298497,4750.363450888954,5003.703876420868,19140826,5578.789274264063,264,249,271,232,254,219,210,241,230,270,278,268,217,157,0.3619,1093,116,46,0,56,16,5,34,146,13,76,5,102,5,5,500,189385894,11216053.57,PICAYUNE,189.13356527163958,0.257,14487290.68,2755.9,304,182,23,1241.6788999999999,881.767,189385.894,55.1984535120956,13838020.968,4033.2325759253863,13972802.98,4072.516170212766,28383761,8272,11216053,3269,Town,118900,40645,2053953,969073.62338208,418962,727405.32,1537937.17,1506.2731040512972,24601073.509999998,7170.234191197901
2803690,5820,PONTOTOC CITY,16115660.8,7000.721459600348,13678069,2437591.8000000003,2437591.8000000003,4117531.3200000003,2302,22.966341525852023,13302772,5778.788879235447,5941.819721980886,15250116,6624.724587315378,35,199,200,168,169,137,178,170,152,213,198,170,146,127,0.233,681,249,38,0,38,5,5,16,178,5,109,5,130,5,5,527,87056850,5004069.66,PONTOTOC CI,100.2336396246985,0.207,6264580.39,2056.68333,346,178,15,536.366,476.51399999999995,87056.85,37.81791920069505,12812524.2,5565.822849695916,11132584.68,4836.048948740226,18682138,8115,5004069,2173,Town,117400,45621,1753237,671774.403562,107904,531061.98,1361549.15,1058.9017376194615,18008271.93,7822.880942658558
2803660,5800,PONTOTOC COUNTY,24486970.268,7064.90775187536,21157138,3329832.268,3329832.268,6368967.630000001,3466,8.719246463019335,20904769,6031.381708020774,6104.194460473168,23588769,6805.761396422389,0,301,295,279,258,251,272,249,266,264,271,255,213,231,0.1934,1030,216,50,0,22,19,5,26,184,16,49,5,174,5,5,552,118922581,7625327.65,PONTOTOC CO,397.5114150861816,0.212,9778673.22,3107.49162,380,154,26,670.3244,734.792,118922.581,34.31118897864974,20258936.732,5845.048105020196,17219801.369999997,4968.205819388343,28782465,8304,7625327,2200,Rural,100600,44126,2551894,1014969.6301316,522068,803371.5,1802644.88,960.7132914021928,27092986.648,7816.787838430467
2803720,5530,POPLARVILLE,13637803.77,7143.951686746987,10482300,3155503.77,3196906.888,3155503.77,1909,3.9038781084742085,10154245,5319.143530644316,5490.990047145102,11687051,6122.080146673651,17,155,163,128,140,144,140,156,134,154,153,161,123,113,0.2341,398,13,27,0,20,25,5,5,59,5,70,0,75,0,5,295,114175246,6485300.35,POPLARVILLE,489.000923429475,0.2,5764252.08,1642.64045,154,132,10,446.8969,381.8,114175.246,59.80892928234678,8490144.112,4447.430126767941,8531547.23,4469.118507071766,16967600,8888,6485300,3397,Rural,124400,46111,1222569,534963.52529664,242338,437097.67,903606.72,1652.9616396018857,14978508.16,7846.258858040859
2803750,5900,PRENTISS COUNTY,16888153.392,7413.587968393328,14392968,2495185.392,2495185.392,4332738.33,2278,6.109987156360961,14130501,6203.029411764706,6318.247585601404,16047179,7044.415715539947,88,172,187,160,146,147,192,177,178,172,198,172,118,157,0.2092,809,5,38,0,30,17,0,17,211,5,101,5,162,0,5,581,89113764,5215941.45,PRENTISS CO,372.83220761412383,0.191,8944435.26,2029.40546,403,178,10,476.5576,435.098,89113.764,39.11929938542581,13551993.608,5949.075332748024,11714440.67,5142.423472344161,19608909,8607,5215941,2289,Rural,90000,41292,2125564,668851.19364656,501635,510258.94,1412112.52,1095.3403827919228,18810524.852,8257.473596136962
