geoid,dist_id,district,maep_expected_local_total,maep_expected_local_pp,maep_rev_fy24,local_share_expected_total,local_funding_28_mill,local_funding_27_pct,total_enroll,st_per_sq_mile,maep_rev_fy23,maep_fy23_pp,maep_fy24_pp,maep_rev_full_funding_fy24,maep_full_pp_fy24,gr_prek_enroll,gr_k_enroll,gr_1_enroll,gr_2_enroll,gr_3_enroll,gr_4_enroll,gr_5_enroll,gr_6_enroll,gr_7_enroll,gr_8_enroll,gr_9_enroll,gr_10_enroll,gr_11_enroll,gr_12_enroll,direct_cert_pct,vocational_enroll,ell_enroll,autism,deaf_blind,developmentally_delayed,emotional_disability,hearing_impaired,intellectual_disability,language_speech_impaired,multiple_disabilities,other_health_impairment,orthopedic_impairment,specific_learning_disability,traumatic_brain_injury,visually_impaired,sped_enroll,assessed_value,local_revenue,shortName,sq_miles,stpov_rate,federal_revenue,total_ada,sped_tier_1_enroll,sped_tier_2_enroll,sped_tier_3_enroll,econ_dis_enroll,stpov_enroll,mill_1_value,mill_1_value_pp,local_share_mills,local_share_pp_mills,local_share_pct,local_share_pp_pct,rev_total_local_state,rev_pp_local_state,local_revenue_total,local_revenue_pp,urbanicity,mpv,mhi,sped_funding,at_risk_funding,cte_funding,ada_add_fy24,teacher_add_fy24,local_share_expected_pp,maep_expected_local_add_total,maep_expected_local_add_pp
2803810,6000,QUITMAN COUNTY,6587929.84,7732.312018779343,5063620,1524309.84,2182224.3800000004,1524309.84,852,2.1039318896834636,4876550,5723.650234741784,5943.215962441314,5645592,6626.281690140845,28,75,62,74,63,52,74,62,62,64,53,65,46,47,0.4485,392,0,14,0,5,5,0,5,35,5,25,5,40,0,0,143,77936585,3629841.24,QUITMAN COU,404.95607494603036,0.439,6196847.93,790.722222,80,54,5,382.122,374.028,77936.585,91.47486502347418,3463367.6199999996,4064.9854694835676,4121282.16,4837.185633802817,8693461,10203,3629841,4260,Town,50900,25283,647440,262512.48480064,196657,195174.63,594290.37,1789.0960563380283,7377394.84,8658.914131455398
2803780,1212,QUITMAN SEP,11397837.030000001,7154.951054613936,8760615,2637222.0300000003,3415760.46,2637222.0300000003,1593,3.1164488480019727,8369295,5253.79472693032,5499.444444444444,9767489,6131.505963590709,60,124,158,117,95,104,101,105,100,115,147,128,106,94,0.4262,456,5,16,0,13,5,5,31,30,5,99,5,98,5,5,306,121991445,7013617.08,QUITMAN SEP,511.15871868755653,0.349,4387493.74,1352.98889,141,161,15,678.9366,555.957,121991.445,76.57968926553673,6351728.54,3987.274664155681,7130266.97,4475.999353421218,15774232,9902,7013617,4402,Rural,76500,37364,1180662,466266.30219812,202630,356924.14,908362.7,1655.5066101694918,12663123.870000001,7949.230301318268
2803830,6100,RANKIN COUNTY,124355565.72,6642.925519230769,95582277,28773288.720000003,46621147.18799999,28773288.720000003,18720,24.966375597661873,94048208,5023.942735042735,5105.890865384616,106567736,5692.720940170941,320,1259,1385,1323,1359,1300,1396,1428,1448,1515,1623,1471,1369,1266,0.1383,6512,403,249,5,273,99,28,123,812,56,279,5,835,5,5,2769,1665040971,92575401.94,RANKIN COUN,749.8084744728885,0.121,31538902.57,17365.8096,1920,783,71,2588.976,2265.12,1665040.971,88.94449631410257,59946588.81200001,3202.275043376069,77794447.28,4155.686286324786,188157678,10051,92575401,4945,Rural,169700,70439,9818362,5436752.45771212,1682297,4271168.85,10032364.79,1537.034653846154,138659099.35999998,7407.00317094017
.,2515,REIMAGINE PREP,4314126.134924212,8393.241507634653,3341925,972201.1349242119,972201.1349242119,1006025.1300000001,514,Inf,3192864,6211.79766536965,6501.799610894942,3726019,7249.06420233463,0,0,0,0,0,0,79,152,136,147,0,0,0,0,0.5837,147,5,5,0,0,5,0,12,0,0,11,0,14,0,0,41,34721469.10443614,1808680.38,REIMAGINE P,0,0.401,2311750.04,481.480447,14,33,0,300.0218,206.114,34721.46910443614,67.55149631213257,2753817.865075788,5357.6223055949185,2719993.87,5291.81686770428,NA,NA,NA,NA,NA,NA,NA,97075,202057.71121568,0,117806,219727.83,1891.4418967397119,4651659.964924212,9049.922110747493
2803870,5620,RICHTON,4197543.496,7031.061132328308,3443637,753906.496,753906.496,1036643.67,597,4.836576805151973,3391068,5680.180904522613,5768.236180904522,3839421,6431.19095477387,0,52,36,39,42,35,45,44,45,54,59,50,49,40,0.2211,210,0,5,0,5,5,5,5,23,0,15,0,36,0,0,99,26925232,1383928.29,RICHTON,123.43440909778778,0.28,2450604.37,535.511111,64,35,0,131.9967,167.16000000000003,26925.232,45.10089112227806,3085514.5039999997,5168.366003350084,2802777.33,4694.769396984925,4827565,8086,1383928,2318,Rural,89800,31393,344990,166920.11940296,0,137206.6,73232.61,1262.8249514237857,4407982.706,7383.555621440536
2804110,7012,S. TIPPAH,17981572.648000002,7236.045331187123,15350520,2631052.648,2631052.648,4620991.95,2485,9.460592294713305,15945273,6416.608853118712,6177.271629778672,17114785,6887.237424547284,58,205,181,173,160,180,169,175,204,199,200,169,206,160,0.1761,660,143,58,0,49,22,5,29,82,5,83,5,248,0,5,583,93966166,5824874.33,S. TIPPAH,262.6685436374474,0.28300000000000003,7482767.52,2281.03438,379,202,10,437.6085,703.2550000000001,93966.166,37.813346478873235,14483732.352,5828.463723138833,12493793.05,5027.683319919517,21175394,8521,5824874,2344,Town,88800,41241,2653744,740471.62666052,350476,561682.19,1459615.58,1058.7737014084507,20002870.418000005,8049.444836217306
2803900,6200,SCOTT COUNTY,27589314.768,6916.348650789671,24135040,3454274.768,3454274.768,7265410.29,3989,7.679758571859533,23516599,5895.361995487591,6050.398596139384,26908927,6745.782652293808,99,304,340,301,256,240,282,314,308,318,311,291,254,254,0.2263,875,382,56,0,40,11,5,120,157,5,89,0,223,5,5,723,123366956,6490353.79,SCOTT COUNT,519.4173700481481,0.271,15308976.04,3555.0271,420,281,15,902.7107,1081.019,123366.956,30.926787666081726,23454652.232,5879.83259764352,19643516.71,4924.42133617448,30625393,7677,6490353,1627,Rural,71400,36305,2813807,1132778.74890376,437383,908789.17,1977643.63,865.9500546502883,30475747.568,7639.946745550264
2803930,6920,SENATOBIA,11611854.11,6969.900426170468,8925113,2686741.1100000003,2798534.872,2686741.1100000003,1666,37.70151820945039,8826781,5298.18787515006,5357.210684273709,9950893,5972.924969987996,61,124,140,145,113,113,129,141,129,120,116,121,109,91,0.2839,388,24,18,0,41,13,5,5,105,5,56,5,101,0,5,359,99947674,6807959.98,SENATOBIA,44.189201897508596,0.20199999999999999,6195274.78,1466.96648,247,102,10,472.9774,336.532,99947.674,59.99260144057623,7152358.1280000005,4293.132129651861,7264151.89,4360.235228091236,15733072,9443,6807959,4086,Town,141400,56982,1326033,482636.63574172,65615,374688.54,959383.46,1612.689741896759,12945926.11,7770.663931572629
2803990,6400,SIMPSON COUNTY,23076181.740000002,7671.602972074469,17736834,5339347.74,7191170.112,5339347.74,3008,5.106230491739975,17149063,5701.151263297872,5896.553856382979,19775362,6574.255984042553,0,229,249,205,225,215,217,238,226,278,247,255,211,211,0.3251,1205,50,46,0,41,23,5,31,141,12,132,5,149,5,5,592,256827504,11132884.07,SIMPSON COU,589.0842579209557,0.292,10928964.51,2737.25007,331,242,22,977.9008,878.3359999999999,256827.504,85.38148404255318,12584191.888,4183.574430851064,14436014.26,4799.206868351063,28869718,9597,11132884,3701,Rural,87900,43850,2455121,919669.9437426,573531,695616.4,1648007.65,1775.0491156914895,25419805.79,8450.733307845745
.,2505,SMILOW COLLEGIATE,4157882.26,7307.350193321617,3195835,962047.26,1076230.4392448957,962047.26,569,Inf,3040009,5342.722319859403,5616.581722319859,3563138,6262.105448154657,0,99,117,122,119,112,0,0,0,0,0,0,0,0,0.5455,0,5,5,0,5,5,0,0,5,0,5,0,27,0,0,59,38436801.40160342,2050595.21,SMILOW COLL,0,0.401,2297325.97,500.322222,37,15,0,310.3895,228.169,38436.80140160342,67.55149631213256,2486907.5607551043,4370.663551414946,2601090.74,4571.3369771529005,NA,NA,NA,NA,NA,NA,NA,67424,193638.93826264,0,128324.4,136250.24,1690.7684710017575,4422456.9,7772.331985940246
.,2535,SMILOW PREP,4334123.9,7511.479896013865,3331298,1002825.9,1091361.9744188136,1002825.9,577,Inf,3182569,5515.717504332755,5773.48006932409,3714170,6437.036395147314,0,0,0,0,0,0,136,157,141,143,0,0,0,0,0.5348,150,5,0,0,0,5,0,5,5,0,5,0,11,0,5,20,38977213.37210049,2015009.09,SMILOW PREP,0,0.401,1881336.95,504.305556,16,15,5,308.5796,231.377,38977.21337210049,67.55149631213256,2622808.0255811866,4545.594498407602,2711344.1,4699.036568457539,NA,NA,NA,NA,NA,NA,NA,86780,202057.71121568,0,130428.08,193326.27,1737.9998266897746,4657878.25,8072.579289428077
2804020,6500,SMITH COUNTY,17110405.37,7003.849926320098,13151414,3958991.37,4576746.552,3958991.37,2443,3.8401057428014718,13389319,5480.687269750307,5383.304952926729,14662931,6002.01841997544,0,201,210,161,189,167,187,204,194,214,195,189,149,142,0.2268,622,5,34,0,5,31,5,20,38,17,63,0,93,0,5,309,163455234,6370545.35,SMITH COUNT,636.180398047518,0.239,5750282.46,2303.78212,136,153,22,554.0724,583.877,163455.234,66.90758657388457,10086184.447999999,4128.6059959066715,10703939.629999999,4381.473446582071,19521959,7990,6370545,2607,Rural,102600,43105,1660431,723516.8301424,293265,570798.14,1338710.92,1620.5449733933688,19019914.43,7785.4745927138765
2803960,6312,SOUTH DELTA,4961165.4,8213.85,3813255,1147910.4000000001,2225227.816,1147910.4000000001,604,0.7611831874712158,3745880,6201.788079470199,6313.336092715232,4251520,7038.940397350993,20,38,42,37,34,41,54,65,40,45,44,55,34,33,0.6514,147,0,5,0,5,5,0,14,28,5,5,0,28,0,0,87,79472422,2496558.9,SOUTH DELTA,793.5014986426513,0.499,3274558.38,543.522222,61,29,5,393.4456,301.396,79472.422,131.57685761589406,2026292.184,3354.78838410596,3103609.5999999996,5138.426490066225,6309813,10446,2496558,4133,Rural,65100,28660,263819,180659.9220398,169803,137206.6,463844.52,1900.5139072847685,5562216.52,9208.96774834437
2804050,5412,SOUTH PANOLA,28498078.444,6607.483988870855,22847199,5650879.444,5650879.444,6877729.44,4313,11.152024290459769,22396135,5192.704613957802,5297.287039183862,25473072,5906.114537444934,162,372,373,315,316,269,307,334,296,360,301,308,294,271,0.3266,1311,51,60,0,74,12,5,61,226,5,125,5,153,5,5,731,201817123,13181107.33,SOUTH PANOL,386.745929498167,0.327,12557599.67,3535.91111,453,268,15,1408.6258,1410.351,201817.123,46.79274820310688,19822192.556,4595.917587757942,18595342.56,4311.463612334802,36028306,8353,13181107,3056,Town,87500,40911,2421020,1245325.91081956,576931,956005.07,2257017.62,1310.1969496869929,31711101.134,7352.446356132622
2804080,5712,SOUTH PIKE,10623651.88,6823.154707771356,8165560,2458091.8800000004,3103385.852,2458091.8800000004,1557,6.508362141886874,8151934,5235.6673089274245,5244.41875401413,9104044,5847.170199100835,32,102,116,105,135,101,107,128,122,126,112,133,95,99,0.4463,602,0,25,0,20,5,5,25,76,5,27,0,46,5,0,231,110835209,5294228.08,SOUTH PIKE,239.23069522812415,0.332,5536574.28,1417,142,87,10,694.8891,516.924,110835.209,71.18510533076429,6000658.148,3853.9872498394348,6645952.119999999,4268.434245343609,13459788,8644,5294228,3400,Rural,81300,33446,989675,470358.4380626,301940,352716.78,840693.02,1578.7359537572256,11817061.68,7589.6349903660885
2800189,5321,STARKVILLE OKTIBBEHA,31867780.7,6511.602104617899,24494240,7373540.7,13201235.824,7373540.7,4894,10.681477055165505,24650767,5036.936452799346,5004.953003677973,27309410,5580.181855333061,128,408,418,362,345,295,321,374,363,357,379,402,293,362,0.3467,1677,103,60,0,107,26,5,37,166,5,149,5,177,0,5,739,471472708,31135336.19,STARKVILLE,458.17633410851994,0.235,15583249.46,4364.64804,450,282,10,1696.7498,1150.09,471472.708,96.33688353085411,14108174.176,2882.749116469146,19935869.3,4073.5327543931344,55629576,11366,31135336,6361,Town,162900,40453,2923798,1433001.17863928,633622,1106067.48,2818917.63,1506.6491009399265,35792765.81,7313.6015140988975
2804170,6600,STONE COUNTY,17654507.412,7011.321450357426,13940623,3713884.4119999995,3713884.4119999995,4196568.42,2518,5.653046900359136,13232967,5255.348292295473,5536.387212073074,15542846,6172.694996028594,0,205,233,202,180,186,181,209,186,193,201,190,153,169,0.2857,900,20,32,0,24,15,5,17,60,5,55,5,113,5,5,327,132638729,7227078.97,STONE COUNT,445.4235113174158,0.231,10053634.51,2200.52222,197,129,15,719.3926,581.658,132638.729,52.676222795869734,11828961.588,4697.760757744241,11346277.58,4506.067347100874,21167701,8406,7227078,2870,Town,112800,45483,1228939,704807.74965788,293713,580147.82,1232146.56,1474.9342382843524,19466801.792,7731.0571056393965
2800187,6711,SUNFLOWER CONS,20393190.42,6962.509532263572,15674631,4718559.42,6061626.143999999,4718559.42,2929,4.198302405793465,15747713,5376.481051553431,5351.529873677023,17476146,5966.591328098327,89,190,216,199,160,178,200,211,207,239,250,283,239,207,0.5682,1090,0,40,0,34,26,5,23,81,5,131,5,68,5,5,420,216486648,12419498.79,SUNFLOWER C,697.6629401345922,0.605,12902524.02,2679.71508,183,230,15,1664.2578,1772.0449999999998,216486.648,73.91145373847729,11414519.856,3897.070623420963,12757586.58,4355.611669511779,28094129,9591,12419498,4240,Town,78400,30838,1931441,894237.301444,315043,656815.22,1791176.13,1610.9796585865483,22841181.77,7798.286708774325
2804230,6900,TATE COUNTY,14735949.932,7316.757662363456,11336853,3399096.932,3399096.932,3412751.1300000004,2014,5.586396339477319,11083581,5503.267626613704,5629.023336643496,12639819,6275.9776564051635,0,160,169,152,135,135,157,161,171,164,170,162,164,98,0.302,734,74,34,0,24,13,5,5,111,5,73,5,81,0,5,357,121396319,5934089.81,TATE COUNTY,360.5186380650601,0.198,7219167.87,1776.33056,216,135,10,608.228,398.772,121396.319,60.27622591857001,9240722.068,4588.2433306852035,9227067.87,4581.463689175769,17270942,8575,5934089,2946,Rural,105500,48404,1200972,595183.79765752,362274,465146.72,1114914.6,1687.7343257199602,16316011.252,8101.296550148957
2804260,7100,TISHOMINGO,20490354.240000002,7072.95624439075,15749313,4741041.24,5488730.352,4741041.24,2897,6.828696770321049,16077407,5549.674490852606,5436.42147048671,17559412,6061.239903348292,0,259,252,228,180,200,243,207,218,217,272,252,205,5,0.177,1019,80,45,0,47,5,5,24,102,5,92,5,198,5,5,527,196026084,10142771.65,TISHOMINGO,424.23907481014106,0.192,12096886,2574.30972,347,176,15,512.769,556.224,196026.084,67.66519986192613,12070681.648,4166.6143072143595,12818370.76,4424.705129444253,25892084,8937,10142771,3501,Rural,88100,37681,1791674,845710.76378772,617761,668268.58,1702273.1,1636.5347739040387,22860895.92,7891.230900931999
2804290,7200,TUNICA COUNTY,11376618.620000001,6808.269670855776,8744306,2632312.62,5357212.643999999,2632312.62,1671,3.6800676727817376,8664842,5185.423099940155,5232.977857570318,9749306,5834.414123279474,55,136,138,130,148,90,158,121,105,122,124,112,99,100,0.5925,526,25,28,0,14,5,5,23,34,5,28,5,31,0,5,177,191329023,14461914.11,TUNICA COUN,454.06773694922373,0.418,6049221.15,1462.53893,79,94,10,990.0675,698.478,191329.023,114.4997145421903,4392093.356000001,2628.422116098145,7116993.38,4259.122309994015,23206220,13887,14461914,8654,Rural,107100,39370,1099381,487314.12962356,281292,370948.67,1090184.37,1575.291813285458,12837751.66,7682.676038300419
2804320,4120,TUPELO,46401837.78,6506.146632080763,35665419,10736418.780000001,17528233.996,10736418.780000001,7132,98.67409917658661,35179805,4932.670358945597,5000.759814918676,39764514,5575.506730229949,277,573,590,532,493,447,517,545,499,566,546,534,462,435,0.2939,1361,390,106,0,100,41,5,33,328,39,213,5,220,5,5,1101,626008357,40188126.97,TUPELO,72.27833909318608,0.214,17584101.65,6037.34831,648,403,49,2096.0948,1526.248,626008.357,87.77458735277621,22236280.004,3117.8182843522154,29028095.22,4070.119913067863,75853545,10635,40188126,5634,Town,149500,51258,4478089,2090451.31658992,599098,1578927.68,3913684.71,1505.3868171620866,51894450.17,7276.282973920359
2804380,5131,UNION CITY,7018389.96,7571.078705501618,6317744,700645.96,700645.96,1901840.58,927,13.04866411396549,5986271,6457.681769147788,6815.2578209277235,7043854,7598.548004314995,20,72,84,53,58,68,68,73,66,67,74,69,77,65,0.2376,311,0,17,0,5,0,0,5,57,5,48,5,93,5,0,237,25023070,1613482.72,UNION CITY,71.04175507191323,0.27399999999999997,3247612.47,811.234637,155,75,10,220.2552,253.99799999999996,25023.07,26.993603020496224,6343208.04,6842.7271197411,5142013.42,5546.940043149946,7931226,8555,1613482,1740,Rural,80900,39848,821488,272451.93553884,135974,212004.06,534444.57,755.8208845738942,7764838.59,8376.309158576052
2804350,7300,UNION COUNTY,20170014.48,6768.461234899329,17294844,2875170.48,2875170.48,5206294.98,2980,8.796820180023982,17216159,5777.234563758389,5803.638926174496,19282574,6470.662416107382,79,281,272,221,227,207,215,195,205,252,213,235,188,147,0.1726,806,27,30,0,51,17,5,14,93,11,76,0,195,5,5,499,102684660,7657298.54,UNION COUNT,338.75877180791434,0.18899999999999997,6419076.1,2696.8,339,142,21,514.348,563.2199999999999,102684.66,34.45793959731544,16407403.52,5505.84010738255,14076279.02,4723.583563758389,24952142,8373,7657298,2569,Rural,98100,46559,1924952,865588.77022128,97769,675280.84,1460062.49,964.8223087248322,22305357.81,7485.0193993288585
2804470,7500,VICKSBURG WARREN,47190207.05,6877.0339624016315,36271376,10918831.05,17506014.26,10918831.05,6862,11.66108155388985,34724195,5060.360682016904,5285.831535995337,40440115,5893.3423200233165,287,507,580,531,445,440,436,524,491,508,574,535,479,416,0.4498,2621,76,92,0,117,20,5,36,92,13,105,5,419,5,5,909,625214795,39766946.61,VICKSBURG W,588.4531351820453,0.33399999999999996,19995701.65,5866.89831,628,263,23,3086.5276,2291.908,625214.795,91.11261949868843,22934100.74,3342.1889740600404,29521283.95,4302.139893617021,76038322,11081,39766946,5795,Rural,128400,45113,4286225,2033155.14918732,632074,1524232.04,4002969.45,1591.2024264062957,52717408.54,7682.513631594287
2800185,0618,W. BOLIVAR CONS,8644108.58,9215.467569296376,6644042,2000066.58,2755138.6799999997,2000066.58,938,1.6671143711038507,6648896,7088.37526652452,7083.200426439233,7407654,7897.285714285715,0,62,63,63,78,52,74,84,63,75,103,67,59,74,0.5904,276,5,14,0,16,5,5,5,64,5,16,0,29,0,5,163,98397810,4263046.94,W. BOLIVAR,562.6488597653439,0.508,4751804.68,826.616667,109,45,10,553.7952,476.504,98397.81,104.90171641791045,4652515.32,4960.037654584222,5407587.42,5765.018571428572,10907088,11628,4263046,4544,Rural,60800,23709,660280,271866.57752148,178822,218315.09,693971.2,2132.267142857143,9556394.87,10188.05423240938
2804650,6812,W. TALLAHATCHIE,5104556,9950.40155945419,3923468,1181088,2144998.688,1181088,513,1.8463576891241769,3925194,7651.450292397661,7648.0857699805065,4374400,8527.095516569201,5,26,37,46,39,25,39,39,36,49,54,50,29,37,0.4446,149,0,5,0,5,0,5,5,18,5,14,0,30,0,5,79,76607096,2443868.48,W. TALLAHAT,277.8443218352466,0.462,2606776.83,489.938889,53,29,10,228.0798,237.006,76607.096,149.3315711500975,2229401.312,4345.8115243664715,3193312,6224.779727095516,6367336,12411,2443868,4763,Rural,69000,24367,497033,161950.84155528,15745,126688.2,353378.71,2302.315789473684,5584622.91,10886.204502923976
2804440,7400,WALTHALL COUNTY,12743842.74,7567.60257719715,9795183,2948659.74,3148167.764,2948659.74,1684,4.169630479732833,9421614,5594.782660332541,5816.616983372922,10920962,6485.131828978622,17,133,140,116,128,129,116,155,125,140,119,136,111,89,0.3329,630,21,18,0,32,5,0,21,72,5,47,5,54,0,5,263,112434563,5651277.33,WALTHALL CO,403.8727192218485,0.332,5317377.92,1552.78977,158,96,10,560.6035999999999,559.0880000000001,112434.563,66.76636757719714,7772794.236,4615.673536817102,7972302.26,4734.146235154394,15446460,9172,5651277,3355,Rural,95800,30961,1189013,493745.01242896,397528,391284.23,963049.24,1750.985593824228,14098176.21,8371.838604513065
2804500,8113,WATER VALLEY,7532132.892,7235.47828242075,6101798,1430334.892,1430334.892,1836834.03,1041,7.953188529623865,5998354,5762.1075888568685,5861.477425552353,6803089,6535.147934678194,20,78,109,83,73,74,79,73,67,78,74,82,62,64,0.3063,361,12,16,0,18,5,0,5,43,5,25,5,41,0,0,164,51083389,2699399.25,WATER VALLE,130.89089943266222,0.324,3223381.18,947.589888,102,56,5,318.85830000000004,337.284,51083.389,49.07145917387128,5372754.108,5161.147077809798,4966254.97,4770.657992315081,8801197,8454,2699399,2593,Town,87000,42193,604291,312500.62741464,179329,237949.43,549669.15,1374.0008568683957,8319751.472,7992.076341978866
2804530,7700,WAYNE COUNTY,22734832.612,7839.597452413793,18124629,4610203.612,4610203.612,5456086.29,2900,3.5775751085487926,17353589,5983.9962068965515,6249.872068965517,20207727,6968.181724137931,0,263,241,232,215,208,199,243,215,203,252,235,181,162,0.435,955,62,22,0,54,29,5,5,237,18,97,0,163,0,5,638,164650129,7796670.5,WAYNE COUNT,810.6049242880482,0.317,16482650.55,2654.66192,454,158,23,1261.5,919.3000000000001,164650.129,56.775906551724134,15597523.388,5378.456340689655,14751640.71,5086.77265862069,25921299,8938,7796670,2688,Town,85800,37706,2674018,833432.5661086,551503,665229.93,1684261.63,1589.7253834482758,25084324.172,8649.76695586207
2804560,7800,WEBSTER COUNTY,12218692.928,7026.275404255319,10043683,2175009.9280000003,2175009.9280000003,3023466.2100000004,1739,4.129660876600413,10287189,5915.577343300748,5775.550891316849,11198023,6439.346175963197,40,132,149,117,113,121,125,123,112,132,147,139,142,92,0.2219,669,11,20,0,58,5,5,17,118,5,33,5,68,0,5,336,77678926,4015421.15,WEBSTER COU,421.09995274758876,0.239,4977047.02,1492.00559,244,85,10,385.8841,415.621,77678.926,44.668732604945376,9023013.072,5188.621663024727,8174556.789999999,4700.722708453133,14059104,8084,4015421,2309,Rural,84000,45730,1355347,513915.6978712,353648,391284.23,1034552.87,1250.7245129384705,13644530.027999999,7846.193230592294
2804590,3112,WEST JASPER,10257209.59,7269.461084337349,7883905,2373304.5900000003,3243860.676,2373304.5900000003,1411,4.079538322179841,7552672,5352.708717221829,5587.459248759745,8790017,6229.636428065202,40,118,104,97,96,111,96,102,98,121,117,91,96,102,0.3182,383,15,15,0,24,5,0,17,57,5,39,0,141,5,5,304,115852167,5335260.850000001,WEST JASPER,345.87247099226977,0.24100000000000002,3560080.1,1234.84358,222,76,15,448.98019999999997,340.05100000000004,115852.167,82.10642593905033,5546156.324,3930.656501771793,6416712.41,4547.634592487598,13219165,9368,5335260,3781,Rural,83900,39537,1301474,385583.56042916,102635,317187.99,762010.96,1682.0018355776047,11336408.54,8034.307965981573
2800191,1321,WEST POINT CONS,18168116.69,6963.632307397471,13964393,4203723.69,6134930.704,4203723.69,2609,6.36316804994253,13996944,5364.8692985818325,5352.392870831736,15569347,5967.5534687619775,62,189,206,189,159,151,184,172,180,241,218,242,183,166,0.4168,866,12,40,0,28,34,5,18,89,12,83,5,120,5,0,427,219104668,9719600.08,WEST POINT,410.015888237238,0.314,12580623.9,2301.40556,237,185,17,1087.4312,819.226,219104.668,83.98032502874665,9434416.296,3616.1043679570716,11365623.309999999,4356.314032196243,23683993,9077,9719600,3725,Town,89900,31833,2071057,798645.83108916,381618,592302.41,1428737.06,1611.2394365657342,20189156.16,7738.273729398237
2804680,7613,WESTERN LINE,10909153.89,6684.530569852942,8385003,2524150.89,5024405.3719999995,2524150.89,1632,4.582993156425828,8168065,5004.941789215686,5137.869485294118,9348707,5728.374387254902,67,113,125,89,105,120,124,124,142,129,126,143,114,86,0.4448,560,0,11,0,24,5,5,5,71,5,19,5,91,5,5,234,179443049,8961731.27,WESTERN LIN,356.09915710036967,0.28600000000000003,7532207.86,1428.52514,186,50,15,725.9136,466.75200000000007,179443.049,109.95284865196078,4324301.6280000005,2649.694625,6824556.109999999,4181.713302696078,17346734,10629,8961731,5491,Town,88300,37851,1028892,486436.98764036,38899,370714.92,1000714.73,1546.6610845588236,12280583.540000001,7524.867365196079
2804710,7900,WILKINSON COUNTY,6487169.88,7280.774276094276,4986174,1500995.8800000001,1917044.864,1500995.8800000001,891,1.3141336214878194,5232876,5873.037037037037,5596.154882154882,5559244,6239.331088664422,16,59,58,71,55,45,76,74,51,95,85,73,47,49,0.4677,338,5,5,0,14,0,5,27,37,0,12,0,44,0,0,138,68465888,2720037.8,WILKINSON C,678.0132441868725,0.36200000000000004,3755479.77,870.443243,95,49,0,416.7207,322.54200000000003,68465.888,76.84162514029181,3642199.136,4087.765584736251,4058248.12,4554.711694725028,7706211,8648,2720037,3052,Rural,70300,27313,726936,297007.43585424,233847,202888.12,635310.73,1684.619393939394,7325368.73,8221.513726150393
2800196,4911,WINONA-MONTG CONS,8564929.27,7486.826284965035,6583183,1981746.27,2022325.5920000002,1981746.27,1144,2.8113312805530732,6549279,5724.8942307692305,5754.5305944055945,7339801,6415.909965034965,16,100,92,79,85,80,84,71,75,105,89,101,56,75,0.4336,317,0,21,0,17,5,5,16,62,5,29,5,52,5,5,212,72225914,3512742.77,WINONA-MONT,406.92465093439324,0.313,6588468.59,1034.85556,131,81,15,496.03839999999997,358.072,72225.914,63.13454020979022,5317475.408,4648.142839160839,5358054.73,4683.614274475525,10095925,8825,3512742,3070,Town,84800,39840,928138,343779.68954412,270631,261791.12,678335.13,1732.2956905594406,9505055.52,8308.614965034965
2804770,8220,YAZOO CITY,13892224.476,6846.833157220305,12249457,1642767.476,1642767.476,3687473.97,2029,201.22958124722948,12508965,6165.088713652045,6037.1892557910305,13657311,6731.0551996057175,20,120,148,134,193,100,171,210,108,167,173,170,165,105,0.6393,650,0,22,0,20,5,0,28,40,5,33,0,111,5,0,273,58670267,2952057.44,YAZOO CITY,10.083010596276015,0.439,7187346.48,1909.6,171,88,10,1297.1397,890.731,58670.267,28.915853622474124,12014543.524,5921.411298176442,9969837.03,4913.670295712173,15201514,7492,2952057,1454,Town,70900,24688,1386466,620909.1189648,251512,463043.04,1036587.67,809.6439014292755,15391855.185999999,7585.93158501725
2804800,8200,YAZOO COUNTY,9616780.92,7285.440090909091,7391658,2225122.92,6535404.3440000005,2225122.92,1320,1.4471631241482514,6995746,5299.807575757576,5599.740909090909,8241196,6243.330303030303,55,97,79,73,97,73,90,96,92,102,112,126,91,111,0.4028,276,13,15,0,11,18,0,15,58,14,32,5,55,0,0,219,233407298,7529716.78,YAZOO COUNT,912.1293777969258,0.285,5294693.25,1151.67975,124,85,14,531.696,376.2,233407.298,176.82371060606062,1705791.6559999995,1292.2664060606057,6016073.08,4557.631121212121,14921374,11304,7529716,5704,Rural,109300,42070,1024058,400492.28901504003,47938,291943.85,770391.62,1685.6991818181818,10679116.389999999,8090.2396893939385
